0,0,200,7
0,0,220,2
0,0,240,2
0,0,260,2
0,0,280,2
0,0,300,2
0,0,320,2
0,0,340,2
0,0,360,2
0,0,380,2
0,0,400,2
0,4,200,7
0,4,220,2
0,4,240,2
0,4,260,2
0,4,280,2
0,4,300,2
0,4,320,2
0,4,340,2
0,4,360,2
0,4,380,2
0,4,400,2
0,8,200,7
0,8,220,2
0,8,240,2
0,8,260,2
0,8,280,2
0,8,300,2
0,8,320,2
0,8,340,2
0,8,360,2
0,8,380,2
0,8,400,2
0,12,200,7
0,12,220,1
0,12,240,1
0,12,260,1
0,12,280,1
0,12,300,1
0,12,320,1
0,12,340,1
0,12,360,1
0,12,380,1
0,12,400,1
1,0,200,1
1,0,220,1
1,0,240,1
1,0,260,1
1,0,280,1
1,0,300,1
1,0,320,1
1,0,340,1
1,0,360,1
1,0,380,1
1,0,400,1
1,4,200,1
1,4,220,1
1,4,240,1
1,4,260,1
1,4,280,1
1,4,300,1
1,4,320,1
1,4,340,1
1,4,360,1
1,4,380,1
1,4,400,1
1,8,200,2
1,8,220,2
1,8,240,2
1,8,260,2
1,8,280,2
1,8,300,2
1,8,320,2
1,8,340,2
1,8,360,2
1,8,380,2
1,8,400,2
1,12,200,2
1,12,220,2
1,12,240,2
1,12,260,2
1,12,280,2
1,12,300,2
1,12,320,2
1,12,340,2
1,12,360,2
1,12,380,2
1,12,400,2
2,0,200,9
2,0,220,9
2,0,240,9
2,0,260,10
2,0,280,10
2,0,300,10
2,0,320,0
2,0,340,0
2,0,360,0
2,0,380,0
2,0,400,0
2,4,200,9
2,4,220,9
2,4,240,9
2,4,260,10
2,4,280,10
2,4,300,10
2,4,320,0
2,4,340,0
2,4,360,0
2,4,380,0
2,4,400,0
2,8,200,9
2,8,220,9
2,8,240,9
2,8,260,10
2,8,280,10
2,8,300,10
2,8,320,9
2,8,340,9
2,8,360,9
2,8,380,9
2,8,400,9
2,12,200,9
2,12,220,9
2,12,240,9
2,12,260,10
2,12,280,10
2,12,300,10
2,12,320,10
2,12,340,10
2,12,360,10
2,12,380,10
2,12,400,10
3,0,200,9
3,0,220,9
3,0,240,6
3,0,260,6
3,0,280,6
3,0,300,6
3,0,320,6
3,0,340,6
3,0,360,6
3,0,380,6
3,0,400,6
3,4,200,9
3,4,220,9
3,4,240,6
3,4,260,6
3,4,280,6
3,4,300,6
3,4,320,6
3,4,340,6
3,4,360,6
3,4,380,6
3,4,400,6
3,8,200,9
3,8,220,9
3,8,240,6
3,8,260,6
3,8,280,6
3,8,300,6
3,8,320,6
3,8,340,6
3,8,360,6
3,8,380,6
3,8,400,6
3,12,200,9
3,12,220,9
3,12,240,6
3,12,260,6
3,12,280,6
3,12,300,6
3,12,320,6
3,12,340,6
3,12,360,6
3,12,380,6
3,12,400,6
4,0,200,2
4,0,220,2
4,0,240,2
