0,0,200,8
0,0,220,8
0,0,240,0
0,0,260,9
0,0,280,9
0,0,300,9
0,0,320,3
0,0,340,1
0,0,360,0
0,0,380,0
0,0,400,1
0,4,200,8
0,4,220,11
0,4,240,9
0,4,260,9
0,4,280,10
0,4,300,10
0,4,320,0
0,4,340,11
0,4,360,6
0,4,380,12
0,4,400,2
0,8,200,7
0,8,220,8
0,8,240,10
0,8,260,10
0,8,280,9
0,8,300,4
0,8,320,0
0,8,340,9
0,8,360,11
0,8,380,2
0,8,400,0
0,12,200,8
0,12,220,1
0,12,240,0
0,12,260,10
0,12,280,10
0,12,300,7
0,12,320,10
0,12,340,1
0,12,360,0
0,12,380,2
0,12,400,1
1,0,200,8
1,0,220,8
1,0,240,9
1,0,260,7
1,0,280,10
1,0,300,2
1,0,320,2
1,0,340,3
1,0,360,11
1,0,380,11
1,0,400,5
1,4,200,8
1,4,220,9
1,4,240,9
1,4,260,9
1,4,280,9
1,4,300,1
1,4,320,1
1,4,340,1
1,4,360,1
1,4,380,1
1,4,400,1
1,8,200,8
1,8,220,9
1,8,240,7
1,8,260,11
1,8,280,10
1,8,300,1
1,8,320,9
1,8,340,11
1,8,360,11
1,8,380,11
1,8,400,5
1,12,200,9
1,12,220,11
1,12,240,8
1,12,260,9
1,12,280,8
1,12,300,9
1,12,320,1
1,12,340,2
1,12,360,1
1,12,380,11
1,12,400,2
2,0,200,8
2,0,220,10
2,0,240,11
2,0,260,1
2,0,280,0
2,0,300,10
2,0,320,4
2,0,340,5
2,0,360,11
2,0,380,1
2,0,400,7
2,4,200,9
2,4,220,7
2,4,240,8
2,4,260,10
2,4,280,5
2,4,300,2
2,4,320,10
2,4,340,2
2,4,360,11
2,4,380,9
2,4,400,11
2,8,200,9
2,8,220,9
2,8,240,2
2,8,260,9
2,8,280,9
2,8,300,9
2,8,320,11
2,8,340,1
2,8,360,1
2,8,380,1
2,8,400,1
2,12,200,8
2,12,220,1
2,12,240,10
2,12,260,8
2,12,280,11
2,12,300,1
2,12,320,10
2,12,340,9
2,12,360,9
2,12,380,12
2,12,400,6
3,0,200,8
3,0,220,8
3,0,240,9
3,0,260,9
3,0,280,8
3,0,300,10
3,0,320,1
3,0,340,3
3,0,360,1
3,0,380,1
3,0,400,1
3,4,200,8
3,4,220,9
3,4,240,1
3,4,260,9
3,4,280,9
3,4,300,10
3,4,320,2
3,4,340,0
3,4,360,11
3,4,380,1
3,4,400,1
3,8,200,9
3,8,220,9
3,8,240,9
3,8,260,8
3,8,280,8
3,8,300,1
3,8,320,9
3,8,340,2
3,8,360,11
3,8,380,11
3,8,400,1
3,12,200,11
3,12,220,10
3,12,240,5
3,12,260,9
3,12,280,10
3,12,300,1
3,12,320,1
3,12,340,8
3,12,360,1
3,12,380,1
3,12,400,3
4,0,200,8
4,0,220,9
4,0,240,0
4,0,260,0
4,0,280,8
4,0,300,8
4,0,320,8
4,0,340,0
4,0,360,0
4,0,380,0
4,0,400,13
4,4,200,8
4,4,220,8
4,4,240,9
4,4,260,8
4,4,280,10
4,4,300,9
4,4,320,0
4,4,340,6
4,4,360,11
4,4,380,5
4,4,400,2
4,8,200,9
4,8,220,8
4,8,240,10
4,8,260,8
4,8,280,8
4,8,300,0
4,8,320,10
4,8,340,10
4,8,360,10
4,8,380,0
4,8,400,1
4,12,200,9
4,12,220,8
4,12,240,9
4,12,260,10
4,12,280,0
4,12,300,10
4,12,320,1
4,12,340,9
4,12,360,7
4,12,380,8
4,12,400,13
5,0,200,9
5,0,220,0
5,0,240,8
5,0,260,8
5,0,280,10
5,0,300,1
5,0,320,11
5,0,340,12
5,0,360,5
5,0,380,1
5,0,400,10
5,4,200,0
5,4,220,2
5,4,240,9
5,4,260,9
5,4,280,9
5,4,300,10
5,4,320,10
5,4,340,1
5,4,360,3
5,4,380,1
5,4,400,0
5,8,200,8
5,8,220,9
5,8,240,9
5,8,260,9
5,8,280,7
5,8,300,2
5,8,320,1
5,8,340,1
5,8,360,1
5,8,380,0
5,8,400,10
5,12,200,0
5,12,220,1
5,12,240,1
5,12,260,10
5,12,280,1
5,12,300,0
5,12,320,8
5,12,340,9
5,12,360,6
5,12,380,0
5,12,400,1
6,0,200,9
6,0,220,9
6,0,240,9
6,0,260,8
6,0,280,9
6,0,300,4
6,0,320,1
6,0,340,8
6,0,360,1
6,0,380,1
6,0,400,11
6,4,200,10
6,4,220,8
6,4,240,1
6,4,260,9
6,4,280,9
6,4,300,9
6,4,320,4
6,4,340,5
6,4,360,9
6,4,380,2
6,4,400,4
6,8,200,11
6,8,220,9
6,8,240,11
6,8,260,1
6,8,280,1
6,8,300,10
6,8,320,4
6,8,340,7
6,8,360,11
6,8,380,0
6,8,400,1
6,12,200,5
6,12,220,8
6,12,240,0
6,12,260,9
6,12,280,9
6,12,300,5
6,12,320,10
6,12,340,7
6,12,360,2
6,12,380,1
6,12,400,0
7,0,200,10
7,0,220,8
7,0,240,8
7,0,260,9
7,0,280,10
7,0,300,9
7,0,320,9
7,0,340,8
7,0,360,9
7,0,380,1
7,0,400,0
7,4,200,8
7,4,220,9
7,4,240,8
7,4,260,9
7,4,280,8
7,4,300,10
7,4,320,1
7,4,340,6
7,4,360,6
7,4,380,4
7,4,400,1
7,8,200,8
7,8,220,9
7,8,240,8
7,8,260,8
7,8,280,3
7,8,300,10
7,8,320,4
7,8,340,6
7,8,360,10
7,8,380,5
7,8,400,1
7,12,200,9
7,12,220,7
7,12,240,9
7,12,260,10
7,12,280,10
7,12,300,1
7,12,320,2
7,12,340,1
7,12,360,3
7,12,380,2
7,12,400,10
8,0,200,9
8,0,220,9
8,0,240,10
8,0,260,0
8,0,280,0
8,0,300,11
8,0,320,10
8,0,340,10
8,0,360,4
8,0,380,1
8,0,400,2
8,4,200,9
8,4,220,11
8,4,240,4
8,4,260,10
8,4,280,9
8,4,300,0
8,4,320,12
8,4,340,4
8,4,360,1
8,4,380,10
8,4,400,5
8,8,200,1
8,8,220,3
8,8,240,9
8,8,260,10
8,8,280,9
8,8,300,2
8,8,320,1
8,8,340,4
8,8,360,5
8,8,380,1
8,8,400,7
8,12,200,9
8,12,220,9
8,12,240,9
8,12,260,2
8,12,280,5
8,12,300,4
8,12,320,1
8,12,340,11
8,12,360,4
8,12,380,9
8,12,400,11
9,0,200,9
9,0,220,0
9,0,240,8
9,0,260,1
9,0,280,9
