0,0,160,8
0,0,180,8
0,4,160,8
0,4,180,8
0,8,160,9
0,8,180,8
0,12,160,7
0,12,180,8
1,0,160,10
1,0,180,3
1,4,160,10
1,4,180,11
1,8,160,7
1,8,180,9
1,12,160,8
1,12,180,8
2,0,160,9
2,0,180,0
2,4,160,6
2,4,180,3
2,8,160,2
2,8,180,8
2,12,160,2
2,12,180,8
3,0,160,9
3,0,180,9
3,4,160,8
3,4,180,0
3,8,160,8
3,8,180,10
3,12,160,8
3,12,180,7
4,0,160,9
4,0,180,11
4,4,160,7
4,4,180,12
4,8,160,0
4,8,180,8
4,12,160,7
4,12,180,7
5,0,160,8
5,0,180,8
5,4,160,8
5,4,180,8
5,8,160,9
5,8,180,9
5,12,160,8
5,12,180,2
6,0,160,7
6,0,180,3
6,4,160,8
6,4,180,8
6,8,160,8
6,8,180,8
6,12,160,7
6,12,180,8
7,0,160,8
7,0,180,0
7,4,160,7
7,4,180,8
7,8,160,10
7,8,180,8
7,12,160,7
7,12,180,8
8,0,160,8
8,0,180,10
8,4,160,8
8,4,180,7
8,8,160,8
8,8,180,2
8,12,160,9
8,12,180,8
9,0,160,7
9,0,180,1
9,4,160,9
9,4,180,8
9,8,160,9
9,8,180,9
9,12,160,10
9,12,180,8
