0,0,200,4
0,0,220,4
0,0,240,4
0,0,260,4
0,0,280,4
0,0,300,4
0,0,320,4
0,0,340,4
0,0,360,4
0,0,380,4
0,0,400,4
0,4,200,4
0,4,220,4
0,4,240,4
0,4,260,4
0,4,280,4
0,4,300,4
0,4,320,4
0,4,340,4
0,4,360,4
0,4,380,4
0,4,400,4
0,8,200,4
0,8,220,4
0,8,240,4
0,8,260,4
0,8,280,4
0,8,300,4
0,8,320,4
0,8,340,4
0,8,360,4
0,8,380,4
0,8,400,4
0,12,200,4
0,12,220,4
0,12,240,4
0,12,260,4
0,12,280,4
0,12,300,4
0,12,320,4
0,12,340,4
0,12,360,4
0,12,380,4
0,12,400,4
1,0,200,1
1,0,220,1
1,0,240,1
1,0,260,1
1,0,280,1
1,0,300,1
1,0,320,1
1,0,340,1
1,0,360,1
1,0,380,1
1,0,400,1
1,4,200,1
1,4,220,1
1,4,240,1
1,4,260,1
1,4,280,1
1,4,300,1
1,4,320,1
1,4,340,1
1,4,360,1
1,4,380,1
1,4,400,1
1,8,200,1
1,8,220,1
1,8,240,1
1,8,260,1
1,8,280,1
1,8,300,1
1,8,320,1
1,8,340,1
1,8,360,1
1,8,380,1
1,8,400,1
1,12,200,1
1,12,220,1
1,12,240,1
1,12,260,1
1,12,280,1
1,12,300,1
1,12,320,1
1,12,340,1
1,12,360,1
1,12,380,1
1,12,400,1
2,0,200,1
2,0,220,1
2,0,240,1
2,0,260,1
2,0,280,1
2,0,300,1
2,0,320,1
2,0,340,1
2,0,360,1
2,0,380,1
2,0,400,1
2,4,200,1
2,4,220,1
2,4,240,1
2,4,260,1
2,4,280,1
2,4,300,1
2,4,320,1
2,4,340,1
2,4,360,1
2,4,380,1
2,4,400,1
2,8,200,1
2,8,220,1
2,8,240,1
2,8,260,1
2,8,280,1
2,8,300,1
2,8,320,1
2,8,340,1
2,8,360,1
2,8,380,1
2,8,400,1
2,12,200,1
2,12,220,1
2,12,240,1
2,12,260,1
2,12,280,1
2,12,300,1
2,12,320,1
2,12,340,1
2,12,360,1
2,12,380,1
2,12,400,1
3,0,200,2
3,0,220,2
3,0,240,2
3,0,260,2
3,0,280,2
3,0,300,2
