2000,2000,-1600,-1600,0,0,-1800,-1800,2000,-1600,0,0,-1800,2000,-1600,0,0,0,-1200,-1200,0,0,0,0,-1200,0,0,0,0,0,-1800,-1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000,-1600,-1600,0,0,-1800,-1800,2000,-1600,0,0,-1800,2000,-1600,0,0,0,-1200,-1200,0,0,0,0,-1200,0,0,0,0,0,-1800,-1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1600,-1600,1600,1600,-1400,0,0,0,-1600,1600,-1400,-1400,0,-1600,1600,-1400,0,0,0,0,-1000,0,0,0,0,-1000,0,0,0,0,0,0,-1000,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1600,-1600,1600,1600,-1400,0,0,0,-1600,1600,-1400,-1400,0,-1600,1600,-1400,0,0,0,0,-1000,0,0,0,0,-1000,0,0,0,0,0,0,-1000,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1400,-1400,1400,-600,0,0,0,-1400,1400,1400,0,0,-1400,1400,-600,-600,0,0,0,-800,0,-600,0,0,-800,-800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-600,600,0,0,0,0,-600,-600,0,0,0,-600,600,600,0,0,0,0,-1,600,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1800,-1800,0,0,0,0,1800,1800,-1800,0,0,0,1800,-1800,0,0,0,0,-1200,-1200,0,0,0,0,-1200,0,0,0,0,0,1800,-1200,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1800,-1800,0,0,0,0,1800,1800,-1800,0,0,0,1800,-1800,0,0,0,0,-1200,-1200,0,0,0,0,-1200,0,0,0,0,0,1800,-1200,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000,-1600,-1600,0,0,-1800,-1800,2000,-1600,0,0,-1800,2000,-1600,0,0,0,-1200,-1200,0,0,0,0,-1200,0,0,0,0,0,-1800,-1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1600,-1600,1600,1600,-1400,0,0,0,-1600,1600,-1400,-1400,0,-1600,1600,-1400,0,0,0,0,-1000,0,0,0,0,-1000,0,0,0,0,0,0,-1000,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
